month,metro,median_sale_price,price_yoy,homes_sold,median_dom,new_listings,active_listings
2026-05-01,"Akron, OH",249232,7.43,713,30,842,2204
2026-04-01,"Akron, OH",237950,8.16,719,29,802,2170
2026-03-01,"Akron, OH",220900,8.42,674,28,831,2191
2026-02-01,"Akron, OH",222000,11,656,28,773,2132
2026-01-01,"Akron, OH",220000,15.18,671,29,767,2147
2025-12-01,"Akron, OH",222000,5.69,694,28,756,2172
2025-11-01,"Akron, OH",230000,6.24,702,29,810,2189
2025-10-01,"Akron, OH",245000,11.3,696,29,803,2172
2025-09-01,"Akron, OH",239625,2.62,757,31,812,2192
2025-08-01,"Akron, OH",245000,-0.81,724,29,837,2197
2025-07-01,"Akron, OH",255000,8.51,680,31,823,2193
2025-06-01,"Akron, OH",250000,11.11,688,31,784,2163
2025-05-01,"Akron, OH",232000,7.43,686,27,790,2168
2025-04-01,"Akron, OH",220001,7.32,688,30,846,2183
2025-03-01,"Akron, OH",203750,1.54,664,29,811,2123
2025-02-01,"Akron, OH",200000,11.11,735,26,803,2131
2025-01-01,"Akron, OH",191000,-2.05,702,27,779,2107
2024-12-01,"Akron, OH",210050,10.55,670,26,768,2102
2024-11-01,"Akron, OH",216500,9.34,664,26,806,2100
2024-10-01,"Akron, OH",220122,4.87,645,26,813,2045
2024-09-01,"Akron, OH",233500,11.25,608,24,763,1934
2024-08-01,"Akron, OH",247000,12.81,663,27,761,1853
2024-07-01,"Akron, OH",235000,7.28,639,24,736,1801
2024-06-01,"Akron, OH",225000,10.4,654,23,741,1801
2024-05-01,"Akron, OH",215950,5.86,658,25,746,1791
2024-04-01,"Akron, OH",205000,4.06,720,31,711,1836
2024-03-01,"Akron, OH",200650,18.1,720,23,757,1941
2024-02-01,"Akron, OH",180000,-5.26,685,24,819,2006
2024-01-01,"Akron, OH",195000,11.81,692,25,802,1972
2023-12-01,"Akron, OH",190000,8.88,672,24,806,1943
2023-11-01,"Akron, OH",198000,1.54,674,23,802,1876
2023-10-01,"Akron, OH",209900,10.47,714,22,771,1801
2023-09-01,"Akron, OH",209888,2.38,674,21,796,1779
2023-08-01,"Akron, OH",218950,1.84,664,21,766,1674
2023-07-01,"Akron, OH",219050,4.31,681,20,729,1689
2023-06-01,"Akron, OH",203800,-4.77,698,22,752,1771
2023-05-01,"Akron, OH",204000,2,693,23,750,1801
2023-04-01,"Akron, OH",197000,12.57,714,23,727,1892
2023-03-01,"Akron, OH",169900,-0.06,775,24,775,1998
2023-02-01,"Akron, OH",190000,17.28,789,26,835,2131
2023-01-01,"Akron, OH",174400,9.07,701,23,839,2155
2022-12-01,"Akron, OH",174500,-3.06,721,25,874,2149
2022-11-01,"Akron, OH",195000,8.33,763,23,800,2113
2022-10-01,"Akron, OH",190000,2.7,793,23,869,2124
2022-09-01,"Akron, OH",205000,10.81,811,25,879,2079
2022-08-01,"Akron, OH",215000,18.13,843,23,861,2116
2022-07-01,"Akron, OH",210000,12.9,837,17,929,2167
2022-06-01,"Akron, OH",214000,18.89,858,15,996,2220
2022-05-01,"Akron, OH",200000,14.29,876,16,970,2155
2022-04-01,"Akron, OH",175000,0,822,17,1060,2189
2022-03-01,"Akron, OH",170000,6.58,801,20,925,2080
2022-02-01,"Akron, OH",162000,4.18,930,19,863,2014
2022-01-01,"Akron, OH",159900,6.67,1019,21,936,2242
2021-12-01,"Akron, OH",180000,13.92,933,22,1069,2259
2021-11-01,"Akron, OH",180000,3.75,969,24,1003,2282
2021-10-01,"Akron, OH",185000,6.97,919,26,961,2332
2021-09-01,"Akron, OH",185000,2.78,971,24,961,2383
2021-08-01,"Akron, OH",182000,5.2,841,23,1008,2445
2021-07-01,"Akron, OH",186000,4.49,878,25,1060,2403
2021-06-01,"Akron, OH",180000,5.94,808,24,995,2254
2021-05-01,"Akron, OH",175000,9.38,830,24,975,2206
2021-04-01,"Akron, OH",175000,12.9,800,26,917,2139
2021-03-01,"Akron, OH",159500,3.07,850,28,920,2158
2021-02-01,"Akron, OH",155500,7.24,798,29,881,2179
2021-01-01,"Akron, OH",149900,13.99,898,29,882,2262
2020-12-01,"Akron, OH",158000,3.61,957,28,918,2282
2020-11-01,"Akron, OH",173500,16.84,971,28,976,2308
2020-10-01,"Akron, OH",172950,11.58,948,30,964,2356
2020-09-01,"Akron, OH",180000,20,920,31,1009,2477
2020-08-01,"Akron, OH",173000,7.45,905,33,963,2415
2020-07-01,"Akron, OH",178000,10.97,894,34,901,2442
2020-06-01,"Akron, OH",169900,2.04,701,48,888,2520
2020-05-01,"Akron, OH",160000,5.33,691,45,810,2546
2020-04-01,"Akron, OH",155000,6.9,718,43,623,2623
2020-03-01,"Akron, OH",154750,8.22,829,40,900,2980
2020-02-01,"Akron, OH",145000,9.89,823,45,923,3107
2020-01-01,"Akron, OH",131500,-6,817,43,980,3200
2019-12-01,"Akron, OH",152500,13.21,771,45,889,3262
2019-11-01,"Akron, OH",148500,-0.93,771,46,918,3306
2019-10-01,"Akron, OH",155000,7.27,785,47,993,3321
2019-09-01,"Akron, OH",150000,-3.23,804,49,925,3270
2019-08-01,"Akron, OH",161000,7.37,831,52,905,3306
2019-07-01,"Akron, OH",160400,6.93,844,49,919,3399
2019-06-01,"Akron, OH",166500,7.77,871,53,961,3409
2019-05-01,"Akron, OH",151900,5.56,828,51,1009,3423
2019-04-01,"Akron, OH",145000,4.32,870,49,1003,3377
2019-03-01,"Akron, OH",143000,12.16,781,50,991,3350
2019-02-01,"Akron, OH",131950,10.05,781,46,978,3330
2019-01-01,"Akron, OH",139900,10.97,762,49,845,3300
2026-05-01,"Albany, NY",338955,3.03,696,16,911,2402
2026-04-01,"Albany, NY",340000,4.62,720,15,884,2353
2026-03-01,"Albany, NY",344500,9.37,715,17,859,2307
2026-02-01,"Albany, NY",318000,3.58,739,14,849,2283
2026-01-01,"Albany, NY",325000,6.56,742,17,842,2296
2025-12-01,"Albany, NY",330000,-1.79,783,16,814,2294
2025-11-01,"Albany, NY",340000,6.25,771,15,869,2349
2025-10-01,"Albany, NY",347500,6.92,777,15,904,2369
2025-09-01,"Albany, NY",350000,7.69,768,15,878,2367
2025-08-01,"Albany, NY",370000,13.24,749,15,878,2379
2025-07-01,"Albany, NY",355000,7.58,753,15,904,2394
2025-06-01,"Albany, NY",350000,5.26,739,15,898,2396
2025-05-01,"Albany, NY",329000,1.23,746,14,873,2387
2025-04-01,"Albany, NY",325000,11.02,718,14,892,2394
2025-03-01,"Albany, NY",315000,6.78,736,13,884,2316
2025-02-01,"Albany, NY",307000,9.64,740,16,877,2310
2025-01-01,"Albany, NY",305000,12.75,762,14,916,2307
2024-12-01,"Albany, NY",336000,15.86,718,14,883,2280
2024-11-01,"Albany, NY",320000,4.92,740,14,867,2284
2024-10-01,"Albany, NY",325000,8.33,698,14,866,2302
2024-09-01,"Albany, NY",325000,4.84,710,16,866,2289
2024-08-01,"Albany, NY",326750,2.11,720,15,847,2257
2024-07-01,"Albany, NY",330000,7.84,742,14,816,2265
2024-06-01,"Albany, NY",332500,6.57,735,14,836,2300
2024-05-01,"Albany, NY",325000,11.11,757,13,882,2344
2024-04-01,"Albany, NY",292750,6.45,738,21,858,2326
2024-03-01,"Albany, NY",294999,9.26,756,13,908,2400
2024-02-01,"Albany, NY",280000,9.8,728,13,844,2384
2024-01-01,"Albany, NY",270500,2.08,721,13,898,2396
2023-12-01,"Albany, NY",290000,7.41,716,12,925,2383
2023-11-01,"Albany, NY",305000,9.32,717,12,948,2373
2023-10-01,"Albany, NY",300000,8.89,730,12,871,2260
2023-09-01,"Albany, NY",310000,6.9,737,11,904,2250
2023-08-01,"Albany, NY",320000,8.47,758,13,915,2219
2023-07-01,"Albany, NY",306000,7.37,727,12,861,2109
2023-06-01,"Albany, NY",312000,6.12,746,15,841,2172
2023-05-01,"Albany, NY",292500,6.36,743,15,825,2245
2023-04-01,"Albany, NY",275000,5.26,785,15,792,2301
2023-03-01,"Albany, NY",270000,8,760,15,809,2432
2023-02-01,"Albany, NY",255000,0,759,18,902,2557
2023-01-01,"Albany, NY",265000,6,778,14,881,2606
2022-12-01,"Albany, NY",270000,5.88,787,17,972,2627
2022-11-01,"Albany, NY",279000,5.28,803,17,868,2528
2022-10-01,"Albany, NY",275500,5.96,867,18,905,2563
2022-09-01,"Albany, NY",290000,7.41,904,17,890,2592
2022-08-01,"Albany, NY",295000,9.26,907,14,876,2678
2022-07-01,"Albany, NY",285000,5.56,909,16,1082,2819
2022-06-01,"Albany, NY",294000,9.29,915,13,1105,2818
2022-05-01,"Albany, NY",275000,7.44,926,13,1081,2757
2022-04-01,"Albany, NY",261250,3.67,942,15,1083,2722
2022-03-01,"Albany, NY",250000,5.04,954,16,1087,2707
2022-02-01,"Albany, NY",255000,10.87,963,16,1098,2643
2022-01-01,"Albany, NY",250000,8.7,1181,17,1005,2757
2021-12-01,"Albany, NY",255000,4.08,995,19,1076,2877
2021-11-01,"Albany, NY",265000,10.42,1060,20,1192,3071
2021-10-01,"Albany, NY",260000,7.88,1033,18,1104,3104
2021-09-01,"Albany, NY",270000,8,1031,18,1029,3213
2021-08-01,"Albany, NY",270000,11.38,999,17,1161,3327
2021-07-01,"Albany, NY",270000,12.5,1012,17,1217,3320
2021-06-01,"Albany, NY",269000,18.89,990,17,1211,3291
2021-05-01,"Albany, NY",255950,8.5,1028,21,1088,3276
2021-04-01,"Albany, NY",252000,11.75,1028,18,1153,3380
2021-03-01,"Albany, NY",238000,10.7,1092,22,1252,3397
2021-02-01,"Albany, NY",230000,12.2,1131,21,1109,3350
2021-01-01,"Albany, NY",230000,9.52,1124,21,1085,3425
2020-12-01,"Albany, NY",245000,13.56,1140,21,1198,3488
2020-11-01,"Albany, NY",240000,7.26,1119,18,1263,3555
2020-10-01,"Albany, NY",241000,12.09,1068,22,1290,3593
2020-09-01,"Albany, NY",250000,13.64,1051,22,1315,3537
2020-08-01,"Albany, NY",242424,10.92,1005,27,1312,3516
2020-07-01,"Albany, NY",240000,6.19,787,47,1165,3461
2020-06-01,"Albany, NY",226266,0.23,627,77,1113,3554
2020-05-01,"Albany, NY",235900,5.31,755,50,746,3428
2020-04-01,"Albany, NY",225500,2.5,794,45,456,3447
2020-03-01,"Albany, NY",215000,3.61,839,40,1009,4198
2020-02-01,"Albany, NY",205000,-0.49,883,44,1196,4435
2020-01-01,"Albany, NY",210000,2.44,885,46,1223,4438
2019-12-01,"Albany, NY",215750,7.88,885,42,1042,4364
2019-11-01,"Albany, NY",223750,4.07,871,39,976,4356
2019-10-01,"Albany, NY",215000,3.86,877,42,1090,4427
2019-09-01,"Albany, NY",220000,0.57,872,41,1186,4462
2019-08-01,"Albany, NY",218550,-1.23,919,42,1077,4360
2019-07-01,"Albany, NY",226000,-0.57,928,44,1145,4436
2019-06-01,"Albany, NY",225750,2.02,934,45,1114,4443
2019-05-01,"Albany, NY",224000,5.66,934,40,1112,4601
2019-04-01,"Albany, NY",220000,4.76,907,48,1166,4735
2019-03-01,"Albany, NY",207500,2.72,892,43,1230,4805
2019-02-01,"Albany, NY",206000,5.64,891,38,1066,4760
2019-01-01,"Albany, NY",205000,6.49,872,39,1203,4811
2026-05-01,"Albuquerque, NM",363878,1.08,903,45,749,3015
2026-04-01,"Albuquerque, NM",372500,5.7,835,46,848,3307
2026-03-01,"Albuquerque, NM",356613,-0.66,835,50,901,3462
2026-02-01,"Albuquerque, NM",363450,2.96,845,47,900,3518
2026-01-01,"Albuquerque, NM",353495,1.73,818,44,893,3553
2025-12-01,"Albuquerque, NM",360000,1.41,838,50,923,3629
2025-11-01,"Albuquerque, NM",355000,-1.22,784,50,951,3665
2025-10-01,"Albuquerque, NM",360990,0.28,805,48,964,3602
2025-09-01,"Albuquerque, NM",367000,6.38,812,51,952,3585
2025-08-01,"Albuquerque, NM",370000,4.23,811,50,960,3546
2025-07-01,"Albuquerque, NM",364900,1.08,778,45,990,3571
2025-06-01,"Albuquerque, NM",365000,2.82,827,46,997,3520
2025-05-01,"Albuquerque, NM",360000,0,804,43,1022,3523
2025-04-01,"Albuquerque, NM",352415,2.15,856,40,977,3522
2025-03-01,"Albuquerque, NM",358990,5.59,873,40,1000,3596
2025-02-01,"Albuquerque, NM",353000,6.97,922,43,1035,3590
2025-01-01,"Albuquerque, NM",347500,6.92,890,41,1055,3544
2024-12-01,"Albuquerque, NM",355000,7.58,895,41,1010,3467
2024-11-01,"Albuquerque, NM",359400,4.78,858,38,982,3388
2024-10-01,"Albuquerque, NM",360000,7.48,836,38,963,3309
2024-09-01,"Albuquerque, NM",345000,-0.58,788,38,1019,3285
2024-08-01,"Albuquerque, NM",355000,2.45,808,35,993,3164
2024-07-01,"Albuquerque, NM",360985,6.17,835,39,987,3116
2024-06-01,"Albuquerque, NM",355000,1.43,768,36,963,3102
2024-05-01,"Albuquerque, NM",360000,4.65,834,32,962,3051
2024-04-01,"Albuquerque, NM",345000,2.74,833,31,1020,3049
2024-03-01,"Albuquerque, NM",340000,4.65,798,28,942,2930
2024-02-01,"Albuquerque, NM",330000,4.1,817,34,935,2896
2024-01-01,"Albuquerque, NM",325000,6.56,763,34,954,2906
2023-12-01,"Albuquerque, NM",330000,3.45,805,32,974,2846
2023-11-01,"Albuquerque, NM",343000,9.94,808,29,980,2810
2023-10-01,"Albuquerque, NM",334950,4.02,811,29,975,2730
2023-09-01,"Albuquerque, NM",347000,6.64,835,26,951,2623
2023-08-01,"Albuquerque, NM",346500,8.28,833,28,964,2589
2023-07-01,"Albuquerque, NM",340000,6.08,805,26,839,2511
2023-06-01,"Albuquerque, NM",350000,9.38,810,27,909,2536
2023-05-01,"Albuquerque, NM",344000,3.93,785,29,904,2504
2023-04-01,"Albuquerque, NM",335800,2.77,774,26,794,2437
2023-03-01,"Albuquerque, NM",324900,4.81,814,29,876,2521
2023-02-01,"Albuquerque, NM",317000,2.84,870,32,901,2582
2023-01-01,"Albuquerque, NM",305000,1.67,818,30,905,2709
2022-12-01,"Albuquerque, NM",319000,6.33,828,25,981,2833
2022-11-01,"Albuquerque, NM",312000,5.76,850,26,999,2822
2022-10-01,"Albuquerque, NM",322000,15,925,27,978,2829
2022-09-01,"Albuquerque, NM",325388,14.17,963,25,956,2800
2022-08-01,"Albuquerque, NM",320000,12.28,964,23,1007,2905
2022-07-01,"Albuquerque, NM",320500,10.52,970,21,1118,2961
2022-06-01,"Albuquerque, NM",320000,10.34,1032,18,1152,2874
2022-05-01,"Albuquerque, NM",331000,19.71,1040,17,1160,2793
2022-04-01,"Albuquerque, NM",326750,19.25,1063,18,1218,2703
2022-03-01,"Albuquerque, NM",310000,19.23,1075,15,1135,2564
2022-02-01,"Albuquerque, NM",308250,18.56,1013,14,1188,2499
2022-01-01,"Albuquerque, NM",300000,20,1312,17,1183,2411
2021-12-01,"Albuquerque, NM",300000,17.65,1202,19,1181,2343
2021-11-01,"Albuquerque, NM",295000,18.71,1354,18,1218,2531
2021-10-01,"Albuquerque, NM",280000,10.24,1322,19,1225,2768
2021-09-01,"Albuquerque, NM",285000,14.46,1290,19,1242,2892
2021-08-01,"Albuquerque, NM",285000,14,1225,20,1326,2976
2021-07-01,"Albuquerque, NM",290000,17.22,1276,18,1334,2996
2021-06-01,"Albuquerque, NM",290000,23.93,1215,17,1306,2915
2021-05-01,"Albuquerque, NM",276491,22.88,1181,17,1335,2935
2021-04-01,"Albuquerque, NM",274000,19.13,1204,18,1286,2890
2021-03-01,"Albuquerque, NM",260000,13.4,1248,17,1351,2849
2021-02-01,"Albuquerque, NM",260000,15.61,1283,20,1298,2808
2021-01-01,"Albuquerque, NM",250000,14.73,1410,20,1344,2936
2020-12-01,"Albuquerque, NM",255000,16.17,1376,19,1324,2984
2020-11-01,"Albuquerque, NM",248500,15.58,1455,17,1301,3060
2020-10-01,"Albuquerque, NM",254000,14.41,1368,18,1418,3257
2020-09-01,"Albuquerque, NM",249000,15.81,1312,20,1462,3273
2020-08-01,"Albuquerque, NM",250000,12.61,1294,23,1328,3223
2020-07-01,"Albuquerque, NM",247400,10.45,1370,27,1336,3293
2020-06-01,"Albuquerque, NM",234000,4,1091,37,1217,3460
2020-05-01,"Albuquerque, NM",225000,2.32,947,33,1234,3681
2020-04-01,"Albuquerque, NM",230000,8.11,1013,31,887,3612
2020-03-01,"Albuquerque, NM",229275,11.84,1076,33,1232,3901
2020-02-01,"Albuquerque, NM",224900,12.45,1126,32,1293,3981
2020-01-01,"Albuquerque, NM",217900,11.23,1161,39,1285,4012
2019-12-01,"Albuquerque, NM",219500,10.16,1186,37,1243,4012
2019-11-01,"Albuquerque, NM",215000,7.53,1188,35,1262,4118
2019-10-01,"Albuquerque, NM",222000,15.2,1094,38,1248,4186
2019-09-01,"Albuquerque, NM",215000,11.4,1163,38,1272,4180
2019-08-01,"Albuquerque, NM",222000,6.22,1227,40,1266,4195
2019-07-01,"Albuquerque, NM",224000,9.8,1133,44,1280,4366
2019-06-01,"Albuquerque, NM",225000,9.36,1112,40,1360,4430
2019-05-01,"Albuquerque, NM",219900,11.06,1202,39,1255,4322
2019-04-01,"Albuquerque, NM",212750,6.37,1190,38,1359,4487
2019-03-01,"Albuquerque, NM",205000,6.22,1076,49,1319,4464
2019-02-01,"Albuquerque, NM",200000,6.1,1093,46,1257,4511
2019-01-01,"Albuquerque, NM",195900,7.93,1110,42,1243,4610
2026-05-01,"Allentown, PA",373847,7.74,NA,16,859,2137
2026-04-01,"Allentown, PA",360000,4.73,NA,16,894,2228
2026-03-01,"Allentown, PA",344750,4.47,NA,17,916,2224
2026-02-01,"Allentown, PA",335000,-3.46,NA,18,842,2171
2026-01-01,"Allentown, PA",349900,11.08,NA,18,885,2190
2025-12-01,"Allentown, PA",343355,5.49,NA,17,844,2172
2025-11-01,"Allentown, PA",355000,5.97,NA,17,868,2195
2025-10-01,"Allentown, PA",350000,4.48,NA,18,844,2192
2025-09-01,"Allentown, PA",352500,3.27,NA,16,908,2208
2025-08-01,"Allentown, PA",350000,2.94,NA,17,858,2189
2025-07-01,"Allentown, PA",365000,7.35,NA,18,848,2167
2025-06-01,"Allentown, PA",366500,4.71,NA,17,843,2202
2025-05-01,"Allentown, PA",347000,5.15,NA,17,847,2231
2025-04-01,"Allentown, PA",343750,5.77,NA,16,848,2207
2025-03-01,"Allentown, PA",330000,-1.49,NA,17,839,2250
2025-02-01,"Allentown, PA",347000,11.94,NA,18,869,2278
2025-01-01,"Allentown, PA",315000,8.62,NA,16,842,2277
2024-12-01,"Allentown, PA",325500,8.5,NA,16,932,2266
2024-11-01,"Allentown, PA",335000,8.08,NA,17,891,2153
2024-10-01,"Allentown, PA",335000,11.3,NA,16,854,2099
2024-09-01,"Allentown, PA",341350,6.67,NA,15,865,2074
2024-08-01,"Allentown, PA",340000,4.94,NA,16,840,2032
2024-07-01,"Allentown, PA",340000,5.59,NA,16,859,2027
2024-06-01,"Allentown, PA",350000,7.29,NA,16,800,1943
2024-05-01,"Allentown, PA",330000,6.45,NA,15,798,1937
2024-04-01,"Allentown, PA",325000,6.56,NA,15,798,2017
2024-03-01,"Allentown, PA",335000,11.67,NA,12,827,2073
2024-02-01,"Allentown, PA",310000,8.77,NA,13,826,2050
2024-01-01,"Allentown, PA",290000,0,NA,12,839,2034
2023-12-01,"Allentown, PA",300000,7.14,NA,13,878,1979
2023-11-01,"Allentown, PA",309950,3.32,NA,13,842,1856
2023-10-01,"Allentown, PA",301000,7.12,NA,12,839,1738
2023-09-01,"Allentown, PA",320000,10.34,NA,13,779,1638
2023-08-01,"Allentown, PA",324000,6.1,NA,13,769,1622
2023-07-01,"Allentown, PA",322002,7.33,NA,13,716,1593
2023-06-01,"Allentown, PA",326213,5.26,NA,13,728,1651
2023-05-01,"Allentown, PA",310000,4.38,NA,14,725,1758
2023-04-01,"Allentown, PA",305000,10.91,NA,15,674,1858
2023-03-01,"Allentown, PA",300000,7.14,NA,15,736,1982
2023-02-01,"Allentown, PA",285000,8.37,NA,14,840,2182
2023-01-01,"Allentown, PA",290000,9.43,NA,19,869,2257
2022-12-01,"Allentown, PA",280000,5.66,NA,16,871,2207
2022-11-01,"Allentown, PA",300000,15.63,NA,14,844,2191
2022-10-01,"Allentown, PA",281000,9.13,NA,17,849,2196
2022-09-01,"Allentown, PA",290000,11.13,NA,22,856,2362
2022-08-01,"Allentown, PA",305375,15.24,NA,18,882,2427
2022-07-01,"Allentown, PA",300000,11.11,NA,18,936,2541
2022-06-01,"Allentown, PA",309900,14.78,NA,17,1053,2583
2022-05-01,"Allentown, PA",297000,18.85,NA,15,1088,2519
2022-04-01,"Allentown, PA",275000,15.55,NA,13,975,2471
2022-03-01,"Allentown, PA",280000,21.74,NA,14,1009,2541
2022-02-01,"Allentown, PA",263000,16.89,NA,18,1048,2559
2022-01-01,"Allentown, PA",265000,16.23,NA,15,963,2520
2021-12-01,"Allentown, PA",265000,13.98,NA,19,991,2628
2021-11-01,"Allentown, PA",259450,8.1,NA,18,1075,2809
2021-10-01,"Allentown, PA",257500,9.62,NA,18,1084,2874
2021-09-01,"Allentown, PA",260950,13.46,NA,17,1067,2923
2021-08-01,"Allentown, PA",265000,15.22,NA,15,1183,3011
2021-07-01,"Allentown, PA",270000,18.42,NA,15,1238,2989
2021-06-01,"Allentown, PA",270000,20.05,NA,15,1182,2919
2021-05-01,"Allentown, PA",249900,15.43,NA,16,1097,2902
2021-04-01,"Allentown, PA",238000,16.1,NA,17,1164,2955
2021-03-01,"Allentown, PA",230000,16.16,NA,24,1094,2883
2021-02-01,"Allentown, PA",225000,15.38,NA,21,985,2775
2021-01-01,"Allentown, PA",228000,23.24,NA,20,1056,2897
2020-12-01,"Allentown, PA",232500,16.31,NA,18,1122,2999
2020-11-01,"Allentown, PA",240000,20.6,NA,19,1187,3050
2020-10-01,"Allentown, PA",234900,15.15,NA,19,1310,3187
2020-09-01,"Allentown, PA",230000,14.68,NA,21,1301,3120
2020-08-01,"Allentown, PA",230000,9.52,NA,25,1212,3066
2020-07-01,"Allentown, PA",228000,6.05,NA,41,1247,3085
2020-06-01,"Allentown, PA",224900,7.1,NA,77,1179,3142
2020-05-01,"Allentown, PA",216500,11.51,NA,82,693,2737
2020-04-01,"Allentown, PA",205000,10.81,NA,43,42,2557
2020-03-01,"Allentown, PA",198000,10.06,NA,42,895,3538
2020-02-01,"Allentown, PA",195000,9.24,NA,40,1009,3691
2020-01-01,"Allentown, PA",185000,5.71,NA,41,1065,3750
2019-12-01,"Allentown, PA",199900,8.05,NA,42,1018,3749
2019-11-01,"Allentown, PA",199000,4.9,NA,39,1047,3837
2019-10-01,"Allentown, PA",204000,7.94,NA,42,1070,3886
2019-09-01,"Allentown, PA",200550,7.82,NA,41,1105,3897
2019-08-01,"Allentown, PA",210000,2.44,NA,42,1130,3974
2019-07-01,"Allentown, PA",215000,7.43,NA,40,1078,4059
2019-06-01,"Allentown, PA",210000,6.87,NA,41,1136,4139
2019-05-01,"Allentown, PA",194158,2.19,NA,43,1158,4261
2019-04-01,"Allentown, PA",185000,2.78,NA,52,1160,4375
2019-03-01,"Allentown, PA",179900,-3.8,NA,48,1154,4449
2019-02-01,"Allentown, PA",178500,8.18,NA,50,1132,4458
2019-01-01,"Allentown, PA",175000,0.03,NA,46,1173,4444
2026-05-01,"Anaheim, CA",1255878,4.66,1754,NA,2087,7462
2026-04-01,"Anaheim, CA",1250000,4.17,1739,NA,2149,7403
2026-03-01,"Anaheim, CA",1260000,4.65,1777,NA,2176,7387
2026-02-01,"Anaheim, CA",1200000,0,1810,NA,2288,7421
2026-01-01,"Anaheim, CA",1190750,-0.52,1782,NA,2356,7276
2025-12-01,"Anaheim, CA",1165000,2.19,1812,NA,2242,7241
2025-11-01,"Anaheim, CA",1175000,-0.42,1809,NA,2221,7313
2025-10-01,"Anaheim, CA",1200000,3.63,1838,NA,2115,7329
2025-09-01,"Anaheim, CA",1200000,3,1768,NA,2010,7357
2025-08-01,"Anaheim, CA",1175000,0,1772,NA,2024,7495
2025-07-01,"Anaheim, CA",1189750,1,1744,NA,1977,7595
2025-06-01,"Anaheim, CA",1240000,3.33,1685,NA,1880,7847
2025-05-01,"Anaheim, CA",1200000,-0.04,1629,NA,2176,8038
2025-04-01,"Anaheim, CA",1200000,0.84,1712,NA,2366,7952
2025-03-01,"Anaheim, CA",1204000,4.24,1829,NA,2442,7749
2025-02-01,"Anaheim, CA",1200000,9.09,1951,NA,2415,7607
2025-01-01,"Anaheim, CA",1197000,12.92,1764,NA,2405,7337
2024-12-01,"Anaheim, CA",1140000,5.31,1834,NA,2394,6950
2024-11-01,"Anaheim, CA",1180000,7.27,1828,NA,2258,6759
2024-10-01,"Anaheim, CA",1158000,9.25,1766,NA,2260,6675
2024-09-01,"Anaheim, CA",1165000,6.88,1656,NA,2300,6436
2024-08-01,"Anaheim, CA",1175000,6.82,1700,NA,2146,6102
2024-07-01,"Anaheim, CA",1178000,11.37,1802,NA,1986,5953
2024-06-01,"Anaheim, CA",1200000,13.21,1714,NA,2140,5865
2024-05-01,"Anaheim, CA",1200500,17.64,1830,NA,2037,5721
2024-04-01,"Anaheim, CA",1189990,23.32,1803,NA,1938,5574
2024-03-01,"Anaheim, CA",1155000,18.46,1762,NA,1937,5479
2024-02-01,"Anaheim, CA",1100000,15.79,1717,NA,1850,5469
2024-01-01,"Anaheim, CA",1060000,12.77,1648,NA,2021,5423
2023-12-01,"Anaheim, CA",1082500,17.39,1537,NA,2224,5202
2023-11-01,"Anaheim, CA",1100000,17.65,1612,NA,2201,5163
2023-10-01,"Anaheim, CA",1060000,12.17,1614,NA,2013,4984
2023-09-01,"Anaheim, CA",1090000,13.25,1640,NA,1936,4901
2023-08-01,"Anaheim, CA",1100000,11.11,1733,NA,1848,4936
2023-07-01,"Anaheim, CA",1057750,7.93,1713,NA,1788,4911
2023-06-01,"Anaheim, CA",1060000,3.92,1708,NA,1690,4940
2023-05-01,"Anaheim, CA",1020500,-3.73,1725,NA,1636,5111
2023-04-01,"Anaheim, CA",965000,-9.86,1678,NA,1593,5311
2023-03-01,"Anaheim, CA",975000,-5.8,1668,NA,1530,5527
2023-02-01,"Anaheim, CA",950000,-4.52,1693,NA,1698,5801
2023-01-01,"Anaheim, CA",940000,-2.08,1643,NA,1759,6201
2022-12-01,"Anaheim, CA",922145,-1.69,1571,NA,2203,6588
2022-11-01,"Anaheim, CA",935000,0,1601,NA,2181,6524
2022-10-01,"Anaheim, CA",945000,2.72,1797,NA,2114,6543
2022-09-01,"Anaheim, CA",962500,6.94,1940,NA,2170,6709
2022-08-01,"Anaheim, CA",990000,9.7,1894,NA,2155,6954
2022-07-01,"Anaheim, CA",980000,8.29,1880,NA,2525,7008
2022-06-01,"Anaheim, CA",1020000,12.09,2058,NA,2743,6734
2022-05-01,"Anaheim, CA",1060000,17.78,2245,NA,2776,6434
2022-04-01,"Anaheim, CA",1070500,19.61,2412,NA,2811,6232
2022-03-01,"Anaheim, CA",1035000,21.76,2520,NA,2617,6102
2022-02-01,"Anaheim, CA",995000,20.61,2394,NA,2697,5759
2022-01-01,"Anaheim, CA",960000,20.15,2735,NA,2498,5420
2021-12-01,"Anaheim, CA",938000,17.4,2673,NA,2729,5572
2021-11-01,"Anaheim, CA",935000,17.91,2846,NA,2833,6020
2021-10-01,"Anaheim, CA",920000,15.72,2840,NA,2810,6332
2021-09-01,"Anaheim, CA",900000,15.38,2893,NA,2795,6597
2021-08-01,"Anaheim, CA",902500,13.52,2821,NA,2994,6887
2021-07-01,"Anaheim, CA",905000,19.08,2945,NA,3107,7020
2021-06-01,"Anaheim, CA",910000,19.74,3044,NA,3029,7227
2021-05-01,"Anaheim, CA",900000,23.29,3039,NA,3027,7536
2021-04-01,"Anaheim, CA",895000,20.13,3166,NA,3106,8016
